Num,Name,year,month,day,MA,perih,node,i,e,a,H0,G,Dia,DiaSrc,PEU/POS_1sigma,#Rings,#Moons,OrbSrc,OrbDate,Class,DiaUncert,ErrorMajor,ErrorMinor,ErrorMajorPA
4383,Suruga,2025,2,11,140.6663408562,317.2729197410,88.4430796836,7.1603015676,0.063846729911,2.424217344483,13.10,0.15,6.4,M,0.0007,0,1,JPL#62,2024-Dec-14,Binary,0.6,0.00066,0.00012,113.5
4411,Kochibunkyo,2025,2,11,14.7408210271,10.5350544642,88.4318528587,2.2551096820,0.092571353525,2.167135341624,14.12,0.15,4.4,M,0.0017,0,1,JPL#55,2024-Dec-12,Binary,0.6,0.00164,0.00036,89.8
4435,Holt,2025,2,11,357.9736937491,110.5508912393,330.7258686203,21.9408740403,0.334930752150,2.316741182398,13.39,0.15,5.0,M,0.0013,0,1,JPL#56,2024-Dec-12,Binary,1.2,0.00138,0.00015,56.5
4440,Tchantches,2025,2,11,346.2422414032,224.9218904379,283.2860088360,21.3509756888,0.077016466605,1.921064680130,13.88,0.15,2.1,M,0.0033,0,1,JPL#54,2024-Dec-12,Binary,0.6,0.00333,0.00027,127.9
4482,Frerebasile,2025,2,11,242.4555817028,37.1989562216,334.2583341168,24.9146898713,0.258833282672,2.343032763771,13.27,0.15,7.0,M,0.0003,0,0,JPL#49,2024-Aug-01,Binary,0.6,0.00036,0.00013,101.7
4492,Debussy,2025,2,11,296.6708568028,53.9162054214,349.6878034307,8.0178155822,0.177018305957,2.767721623255,13.22,0.15,16.5,M,0.0013,0,1,JPL#92,2024-Oct-11,Binary,1.4,0.00142,0.00009,64.5
4494,Marimo,2025,2,11,285.5192730251,216.3411198744,294.2702396752,2.4722064851,0.120145002680,2.343588711104,13.66,0.15,6.0,6,0.0007,0,1,JPL#56,2024-Dec-12,Binary,0.6,0.00069,0.00010,70.4
4514,Vilen,2025,2,11,272.6194764416,88.4651165110,110.2841656841,7.9665490254,0.151158058558,2.346170130636,14.12,0.15,4.9,6,0.0007,0,1,JPL#54,2024-Dec-12,Binary,0.5,0.00071,0.00010,75.5
4528,Berg,2025,2,11,297.1255600712,316.0314167352,161.3332429794,8.7126841421,0.137270328707,2.550109352583,12.52,0.15,9.4,M,0.0010,0,1,JPL#64,2024-Dec-12,Binary,0.8,0.00083,0.00013,74.1
4541,Mizuno,2025,2,11,317.4259439735,26.5090409676,65.9268365882,4.7778507447,0.020638609204,2.379072402089,13.18,0.15,6.3,M,0.0013,0,1,JPL#60,2024-Dec-12,Binary,0.8,0.00138,0.00015,64.9
4605,Nikitin,2025,2,11,77.8860764595,99.5047978264,284.1839980874,2.1434062093,0.154043705423,2.228158324859,13.69,0.15,4.4,M,0.0017,0,1,JPL#50,2024-Dec-12,Binary,0.4,0.00166,0.00036,97.5
4607,Seilandfarm,2025,2,11,289.4825724222,222.2666126750,250.4103635040,2.2514196114,0.019945299589,2.263794349679,13.40,0.15,7.2,M,0.0007,0,1,JPL#58,2024-Dec-12,Binary,0.6,0.00066,0.00008,69.7
4666,Dietz,2025,2,11,285.0055961837,42.0788320955,230.1789945363,24.5161027305,0.234934091118,2.338929364734,13.15,0.15,6.7,M,0.0007,0,1,JPL#49,2024-Dec-12,Binary,0.6,0.00074,0.00015,102.0
4674,Pauling,2025,2,11,133.2219699483,239.7829808753,232.8959481508,19.4427863981,0.070178087182,1.858865439125,13.98,0.15,4.7,M,0.0013,0,1,JPL#78,2024-Aug-01,Binary,0.4,0.00143,0.00009,71.3
4765,Wasserburg,2025,2,11,144.2744473812,108.4970946385,76.4981337357,23.7149607640,0.060309885604,1.945219195391,13.97,0.15,1.8,M,0.0003,0,1,JPL#52,2024-Dec-15,Binary,0.4,0.00026,0.00009,66.9
4786,Tatianina,2025,2,11,49.0884623094,118.3261431920,115.6963626141,7.2541272361,0.195309680195,2.357100351901,13.45,0.15,3.3,M,0.0007,0,1,JPL#59,2024-Oct-12,Binary,0.4,0.00068,0.00008,83.3
4788,Simpson,2025,2,11,93.6901364045,110.3776331673,277.1308175748,4.3206714143,0.130318274860,2.262249988613,13.90,0.15,3.6,M,0.0017,0,1,JPL#51,2024-Dec-12,Binary,0.8,0.00154,0.00020,108.4
4868,Knushevia,2025,2,11,52.1398931204,94.2850260993,187.4810905750,22.1078782254,0.068185785574,1.960396531642,15.11,0.15,1.5,M,0.0003,0,1,JPL#45,2024-Dec-15,Binary,0.4,0.00044,0.00009,82.4
4875,Ingalls,2025,2,11,294.4104782996,159.4372851740,123.7675397829,5.2562235352,0.179834687268,2.242990928501,13.16,0.15,5.5,M,0.0010,0,0,JPL#59,2024-Dec-14,Binary,0.6,0.00115,0.00008,108.7
4901,O Briain,2025,2,11,267.5025984457,94.2080709641,227.1063014410,4.6443291033,0.190630491328,2.274066480316,13.73,0.15,4.9,M,0.0010,0,1,JPL#62,2024-Aug-01,Binary,0.6,0.00089,0.00010,99.7
4950,House,2025,2,11,343.3461939138,251.1782761483,189.8449922472,12.7012680212,0.184851854503,2.746699882818,12.90,0.15,7.9,M,0.0013,0,0,JPL#59,2024-Dec-12,Binary,0.8,0.00132,0.00014,84.6
4951,Iwamoto,2025,2,11,148.9776018281,340.0089864554,100.9789854396,7.5319419015,0.166529728031,2.257045523351,13.49,0.15,5.2,M,0.0007,0,1,JPL#55,2024-Oct-12,Binary,0.4,0.00082,0.00009,104.0
4999,MPC,2025,2,11,106.2881331724,349.6114995320,155.7292099882,10.5016719239,0.044097982780,3.014502366712,12.34,0.15,12.2,M,0.0013,0,0,JPL#68,2024-Dec-12,Binary,1.2,0.00147,0.00009,92.9
5037,Habing,2025,2,11,209.1351852534,280.6276902775,165.9172878956,7.0301455133,0.110560708602,2.273565401492,13.33,0.15,5.7,M,0.0007,0,1,JPL#58,2024-Oct-12,Binary,0.6,0.00054,0.00012,82.6
5044,Shestaka,2025,2,11,359.0702789499,43.7025927943,344.5136505460,5.8431451370,0.105207684450,2.240856448604,13.28,0.15,6.4,M,0.0007,0,0,JPL#59,2024-Dec-12,Binary,0.6,0.00069,0.00013,60.4
5112,Kusaji,2025,2,11,207.2195345527,341.8051915626,62.6570585954,5.7650108279,0.129742400311,2.174952245520,14.01,0.15,3.4,M,0.0007,0,1,JPL#48,2024-Aug-01,Binary,0.4,0.00052,0.00009,97.2
5121,Numazawa,2025,2,11,19.9068695058,21.1162566225,358.2384894461,6.4536792406,0.170558666156,2.230866167376,13.36,0.15,7.0,M,0.0010,0,1,JPL#57,2024-Dec-12,Binary,0.6,0.00102,0.00011,59.7
5135,Nibutani,2025,2,11,192.4939089023,230.3700889780,35.4103017237,3.3011827854,0.127466639387,2.240209008156,13.65,0.15,4.8,M,0.0010,0,1,JPL#56,2024-Dec-12,Binary,0.4,0.00087,0.00026,84.7
5143,Heracles,2025,2,11,91.8856152709,228.2126469813,309.0946088100,8.9785496780,0.771036538168,1.834911853436,14.07,0.15,4.7,M,0.0007,0,1,JPL#776,2024-Nov-23,Apollo + Binary,0.4,0.00067,0.00009,60.3
5157,Hindemith,2025,2,11,340.7266639815,76.1211592645,292.5205996365,0.1930405748,0.149321916763,3.210173099428,12.62,0.15,14.1,M,0.0010,0,0,JPL#62,2024-Dec-12,Binary,1.4,0.00084,0.00009,68.6
5208,Royer,2025,2,11,215.4624726594,21.8993626569,124.5006174476,15.9192386657,0.048636458517,2.603310137267,12.81,0.15,8.1,M,0.0007,0,0,JPL#65,2024-Dec-12,Binary,0.8,0.00062,0.00010,78.0
5232,Jordaens,2025,2,11,262.6165928168,97.6558555580,165.4377480807,12.2170419498,0.161302475789,2.848647886490,12.28,0.15,11.7,M,0.0010,0,1,JPL#63,2024-Dec-12,Binary,0.8,0.00105,0.00015,98.1
5261,Eureka,2025,2,11,83.6352040129,95.6159272078,245.0164147632,20.2827438916,0.064719552396,1.523656319490,16.09,0.15,1.8,M,0.0040,0,1,JPL#38,2024-Dec-12,Binary,0.2,0.00400,0.00035,95.3
5292,Mackwell,2025,2,11,214.6285190041,261.8678032008,94.4857463650,15.4674037044,0.156055735335,2.566590667076,12.01,0.15,9.7,M,0.0007,0,0,JPL#58,2024-Aug-01,Binary,1.0,0.00066,0.00017,120.3
5319,Petrovskaya,2025,2,11,292.9811924182,81.5760248169,200.4373365183,6.2351176947,0.154667276040,2.256406797972,13.77,0.15,4.9,M,0.0010,0,1,JPL#54,2024-Aug-01,Binary,0.4,0.00109,0.00017,100.6
5329,Decaro,2025,2,11,148.4636992891,256.2646001969,141.9554656755,13.4100525676,0.269899334454,2.607321835428,13.07,0.15,12.8,M,0.0003,0,0,JPL#57,2024-Oct-12,Binary,0.6,0.00041,0.00015,92.5
5381,Sekhmet,2025,2,11,324.1700571633,37.4241971619,58.5303594781,48.9672331246,0.296437171651,0.947449365863,16.72,0.15,0.9,M,0.0040,0,1,JPL#106,2024-Jul-08,Aten + Binary,0.1,0.00400,0.00009,12.4
5390,Huichiming,2025,2,11,19.8702723978,322.4834527556,85.5924805868,23.8129801237,0.077246330723,1.939404029222,13.62,0.15,3.4,M,0.0010,0,0,JPL#49,2024-Dec-12,Binary,0.4,0.00082,0.00017,46.2
5402,Kejosmith,2025,2,11,43.2502480810,133.4749562684,237.0034525181,16.7049282362,0.136772715811,2.046339702270,13.64,0.15,4.1,M,0.0007,0,1,JPL#57,2024-Dec-12,Binary,0.4,0.00071,0.00014,88.9
5407,1992 AX,2025,2,11,20.8537379274,108.9871449584,117.6513184518,11.3928230989,0.277951590559,1.838200597894,14.42,0.15,3.7,M,0.0017,0,1,JPL#96,2024-Jun-05,Binary,0.2,0.00178,0.00008,95.2
5425,Vojtech,2025,2,11,170.6959175836,25.8060425209,355.8352325098,6.2570898273,0.134925435763,2.453672274212,13.25,0.15,7.1,M,0.0007,0,1,JPL#51,2024-Aug-01,Binary,0.6,0.00062,0.00019,115.4
5426,Sharp,2025,2,11,219.0693788522,67.6663156952,88.1179538526,23.7950411184,0.116904426748,1.954862602385,14.20,0.15,2.0,M,0.0003,0,1,JPL#49,2024-Dec-12,Binary,0.4,0.00034,0.00008,68.8
5457,Queen's,2025,2,11,130.3423289343,55.4125378422,269.4733255320,3.9505662502,0.028374967756,3.077094267919,12.26,0.15,21.1,M,0.0010,0,1,JPL#63,2024-Dec-12,Binary,1.8,0.00107,0.00015,89.3
5474,Gingasen,2025,2,11,226.1856319989,257.3949824352,246.8710952411,6.1406001055,0.068627995907,2.382571707225,13.31,0.15,5.0,M,0.0007,0,1,JPL#57,2024-Dec-12,Binary,0.6,0.00053,0.00009,69.4
5477,Holmes,2025,2,11,149.6329050474,290.3914092451,49.0727244968,22.5469853062,0.075540287399,1.917155271318,14.31,0.15,3.1,M,0.0013,0,1,JPL#92,2024-Dec-12,Binary,0.2,0.00143,0.00024,97.6
5481,Kiuchi,2025,2,11,223.4939827722,250.0157773394,325.9824332657,5.9587708530,0.061909456421,2.340610241722,13.45,0.15,6.6,6,0.0010,0,1,JPL#65,2024-Dec-12,Binary,0.7,0.00114,0.00014,73.9
5500,Twilley,2025,2,11,165.6510525641,341.0751070352,112.4556242803,4.3957478488,0.088376452140,2.280410353993,13.75,0.15,4.5,M,0.0007,0,1,JPL#62,2024-Oct-12,Binary,0.4,0.00068,0.00011,92.7
5507,Niijima,2025,2,11,25.9357186692,22.1253625638,337.4273227347,2.6427616304,0.134437773124,2.579557149553,13.80,0.15,5.5,M,0.0010,0,0,JPL#54,2024-Dec-12,Binary,0.6,0.00093,0.00006,65.0
5536,Honeycutt,2025,2,11,173.7896658233,124.6800950144,250.5914172515,6.7828391397,0.094040658379,2.248798189889,13.13,0.15,7.8,6,0.0007,0,1,JPL#58,2024-Dec-12,Binary,0.8,0.00068,0.00013,101.8
5646,1990 TR,2025,2,11,351.6883255575,335.7778385436,14.1009267699,7.9060400519,0.435625133505,2.143563972131,15.51,0.15,2.5,M,0.0027,0,1,JPL#449,2024-Jul-09,Amor + Binary,0.2,0.00262,0.00044,61.0
5674,Wolff,2025,2,11,223.1938988797,311.6223196502,39.8136023818,1.7007266113,0.165584752077,2.357545164490,13.51,0.15,6.0,M,0.0007,0,1,JPL#63,2024-Aug-01,Binary,0.6,0.00053,0.00011,111.6
5747,Williamina,2025,2,11,110.1987531587,170.8802620188,282.0475734771,24.6330414481,0.241174005786,2.397426220871,12.80,0.15,8.7,M,0.0003,0,0,JPL#51,2024-Aug-01,Binary,0.6,0.00036,0.00014,81.9
5772,Johnlambert,2025,2,11,335.0166794492,7.4851221305,275.1743426321,12.2319884630,0.128542485916,2.554559650496,13.09,0.15,7.9,6,0.0010,0,1,JPL#62,2024-Oct-12,Binary,0.8,0.00082,0.00014,77.4
5781,Barkhatova,2025,2,11,313.6762430598,171.7095664638,259.0081770842,2.7102292192,0.038119206095,2.136162892969,13.79,0.15,5.7,M,0.0007,0,1,JPL#65,2024-Dec-12,Binary,0.6,0.00062,0.00009,66.4
5817,Robertfrazer,2025,2,11,138.4839126892,82.7390501077,340.4534920512,21.1006005583,0.340646844311,2.408119867123,13.01,0.15,6.5,M,0.0003,0,1,JPL#47,2024-Aug-01,Binary,1.4,0.00047,0.00012,112.1
5817,Robertfrazer,2025,2,11,138.4839126892,82.7390501077,340.4534920512,21.1006005583,0.340646844311,2.408119867123,13.01,0.15,6.5,M,0.0003,0,1,JPL#47,2024-Aug-01,Binary,1.4,0.00047,0.00012,112.1
5872,Sugano,2025,2,11,180.6489777515,131.2380225060,242.3251124871,6.6133154043,0.133023330232,2.248843550684,13.78,0.15,5.8,6,0.0010,0,1,JPL#54,2024-Dec-14,Binary,0.6,0.00112,0.00029,104.1
5899,Jedicke,2025,2,11,294.2252026866,263.7851008077,125.2892257153,24.0092811218,0.116632072245,1.928596743487,14.22,0.15,2.7,M,0.0003,0,1,JPL#48,2024-Oct-12,Binary,0.2,0.00034,0.00010,91.9
5905,Johnson,2025,2,11,33.6664333573,208.8876515745,141.2373062967,27.5197143937,0.071660964739,1.910213949775,13.92,0.15,4.7,M,0.0003,0,1,JPL#94,2024-Dec-12,Binary,0.4,0.00034,0.00012,80.5
5917,Chibasai,2025,2,11,349.6570880406,38.9077973971,275.9154613762,14.2546520953,0.139104281976,2.595483503681,12.39,0.15,10.1,M,0.0010,0,0,JPL#61,2024-Dec-15,Binary,1.0,0.00090,0.00011,63.8
5995,Saint-Aignan,2025,2,11,105.3028766265,83.0813559632,97.9288603663,12.2206264137,0.266461338320,2.588987817321,13.07,0.15,7.8,M,0.0007,0,0,JPL#53,2024-Dec-15,Binary,0.8,0.00057,0.00008,81.0
6009,Yuzuruyoshii,2025,2,11,345.6315308679,77.8867348793,213.2295721319,22.7386020158,0.151026015892,2.437199427419,13.15,0.15,9.9,M,0.0007,0,1,JPL#61,2024-Oct-12,Binary,1.0,0.00056,0.00007,75.7
6016,Carnelli,2025,2,11,135.8687623240,163.9562276066,189.2241154592,5.8987300358,0.214949624572,2.331871653229,13.67,0.15,3.5,M,0.0010,0,1,JPL#59,2024-Dec-12,Binary,0.4,0.00107,0.00015,103.1
6084,Bascom,2025,2,11,204.7130808203,258.8456392105,147.1571155631,22.9939573528,0.235777050125,2.313379115583,12.93,0.15,6.3,M,0.0007,0,1,JPL#103,2024-Oct-12,Binary,0.6,0.00057,0.00013,98.4
6086,Vrchlicky,2025,2,11,117.0939828087,323.6051876500,65.1424053321,8.9447665499,0.169627370489,2.720183927076,12.39,0.15,7.6,M,0.0007,0,1,JPL#60,2024-Dec-12,Binary,0.8,0.00066,0.00021,116.5
6093,Makoto,2025,2,11,274.9146663350,192.1604533664,167.7116517958,6.2444161887,0.134585156956,2.480382171093,13.16,0.15,5.9,M,0.0007,0,0,JPL#52,2024-Oct-12,Binary,1.2,0.00065,0.00005,90.8
6098,Mutojunkyu,2025,2,11,29.4470104188,56.8916466336,313.4675007805,4.9662987068,0.235389093272,2.226166512225,14.48,0.15,3.6,M,0.0020,0,1,JPL#55,2024-Dec-12,Binary,0.4,0.00207,0.00011,67.1
6100,Kunitomoikkansai,2025,2,11,163.5136951447,69.1617543742,303.7799485597,3.3997604380,0.134759733245,2.329140003226,13.65,0.15,4.3,M,0.0010,0,1,JPL#55,2024-Jun-05,Binary,0.4,0.00082,0.00017,110.7
6129,Demokritos,2025,2,11,311.3483812963,296.4417053358,293.5375391732,6.5154419302,0.171350599849,2.790918649878,13.03,0.15,16.1,M,0.0027,0,0,JPL#57,2024-Dec-12,Binary,1.0,0.00261,0.00017,116.5
6177,Fecamp,2025,2,11,343.9952339985,139.5355733390,1.0068759584,5.6789219851,0.075481021770,2.203388085879,13.77,0.15,4.8,M,0.0013,0,1,JPL#55,2024-Dec-12,Binary,0.4,0.00130,0.00025,95.5
6181,Bobweber,2025,2,11,16.7388035409,93.9580820228,303.5336779298,7.5754496894,0.237388574207,2.431221394275,13.74,0.15,4.5,M,0.0020,0,1,JPL#58,2024-Dec-12,Binary,0.4,0.00213,0.00012,70.7
6186,Zenon,2025,2,11,92.3650457856,87.0399972492,315.2044278136,4.2134483812,0.184085052234,2.378633609087,13.94,0.15,5.3,6,0.0020,0,2,JPL#49,2024-Dec-12,Binary,0.5,0.00209,0.00030,118.0
6244,Okamoto,2025,2,11,269.9996105814,51.7123504472,331.2519828723,5.3938294397,0.152062329937,2.159847725249,13.77,0.15,5.8,6,0.0007,0,1,JPL#86,2024-Oct-12,Binary,0.6,0.00061,0.00013,77.1
6245,Ikufumi,2025,2,11,323.4407525010,52.3908840901,299.6900224941,8.0121821105,0.177818998104,2.301876109027,13.35,0.15,7.9,M,0.0007,0,1,JPL#55,2024-Dec-15,Binary,0.8,0.00068,0.00008,65.1
6261,Chione,2025,2,11,112.2546595903,293.2598185023,163.7274303566,21.8427590715,0.349707646713,2.355976081941,14.30,0.15,4.5,6,0.0007,0,0,JPL#47,2024-Aug-01,Binary,0.5,0.00075,0.00017,91.8
6265,1985 TW3,2025,2,11,163.0189278185,281.6194194044,45.1251196335,4.1124599289,0.193389174695,2.165751163389,13.72,0.15,5.0,M,0.0010,0,1,JPL#54,2024-Dec-12,Binary,0.4,0.00105,0.00026,105.9
6359,Dubinin,2025,2,11,107.1179719777,40.2563287239,89.1444217866,10.7245918380,0.107163393548,3.207490522424,11.67,0.15,33.6,M,0.0010,0,0,JPL#61,2024-Oct-12,Binary,1.8,0.00085,0.00008,104.9
6364,Casarini,2025,2,11,105.1384417511,319.9620498487,358.5877650831,9.6621993025,0.249464719767,2.751959809777,12.18,0.15,10.5,M,0.0007,0,0,JPL#62,2024-Dec-12,Binary,1.0,0.00082,0.00011,77.3
6369,1983 UC,2025,2,11,322.2187586542,351.8408244129,35.4609945277,5.9900845700,0.142906317562,2.293069941042,14.56,0.15,4.0,6,0.0010,0,1,JPL#52,2024-Oct-12,Binary,0.4,0.00089,0.00011,66.5
6384,Kervin,2025,2,11,231.0428487256,265.5216284817,76.8181647859,26.2912004852,0.077121824122,1.936460505191,13.99,0.15,3.7,M,0.0010,0,1,JPL#54,2024-Jun-05,Binary,0.4,0.00104,0.00020,131.1
6425,1994 WZ3,2025,2,11,212.1501039349,132.3917115608,210.0884146853,14.8817917371,0.209177014083,2.548889301208,12.38,0.15,11.7,M,0.0007,0,0,JPL#65,2024-Dec-14,Binary,0.8,0.00063,0.00009,97.0
6611,1993 VW,2025,2,11,7.2313390282,281.5993639127,230.7630101714,8.7015812233,0.484495469340,1.695958169117,16.87,0.15,1.4,M,0.0060,0,1,JPL#328,2025-Feb-01,Apollo + Binary,0.4,0.00567,0.00166,176.3
6612,Hachioji,2025,2,11,21.4285100849,160.1152183464,79.2591731354,3.8414197456,0.148049999886,2.421128387471,13.74,0.15,4.7,M,0.0010,0,0,JPL#56,2024-Oct-12,Binary,0.4,0.00098,0.00012,87.1
6615,Plutarchos,2025,2,11,191.5307206628,80.9134684170,129.3535436759,1.7978561919,0.126955760825,2.169581624328,14.77,0.15,3.1,M,0.0007,0,1,JPL#47,2024-Dec-12,Binary,0.2,0.00073,0.00012,68.8
6702,1988 BP3,2025,2,11,337.6077578126,129.0695019433,160.9801863790,7.7766038611,0.134708216255,2.698855402968,13.71,0.15,10.9,M,0.0013,0,0,JPL#51,2024-Aug-01,Binary,1.0,0.00144,0.00017,90.3
6708,Bobbievaile,2025,2,11,329.7034758599,193.2884829095,115.7723644660,12.0732556980,0.180640770651,2.445859759734,13.26,0.15,8.2,M,0.0010,0,1,JPL#64,2024-Oct-12,Binary,0.6,0.00088,0.00010,97.3
6764,Kirillavrov,2025,2,11,11.8845639274,242.3830729388,18.0989584518,7.0479676207,0.140159594630,2.258728606661,13.43,0.15,5.3,M,0.0007,0,1,JPL#70,2024-Oct-12,Binary,0.4,0.00075,0.00012,82.8
6851,Chianti,2025,2,11,42.7387357092,309.8960753091,125.9590867994,3.8136715691,0.125199237699,2.195514879324,14.51,0.15,2.8,M,0.0037,0,0,JPL#55,2024-Dec-12,Binary,0.4,0.00367,0.00033,98.4
6950,Simonek,2025,2,11,306.4251783050,114.7502549606,88.2780703330,14.2390181942,0.095743977029,2.590554814502,13.00,0.15,7.4,M,0.0010,0,0,JPL#58,2024-Dec-12,Binary,0.8,0.00107,0.00023,95.0
6974,Solti,2025,2,11,201.1138356788,202.1227441596,165.9836890215,15.7918681335,0.141639420040,2.599671189721,12.09,0.15,10.9,M,0.0007,0,1,JPL#57,2024-Aug-01,Binary,1.0,0.00057,0.00017,97.7
7002,Bronshten,2025,2,11,273.6995018501,144.0481543965,193.1913682942,4.5836482760,0.332206442934,2.357312626156,14.90,0.15,3.4,6,0.0020,0,1,JPL#47,2024-Oct-12,Binary,0.3,0.00188,0.00089,99.8
7065,Fredschaaf,2025,2,11,323.8124617667,178.6791642964,199.1607399004,7.5274886632,0.035559707425,2.777168017662,12.97,0.15,16.2,M,0.0010,0,0,JPL#58,2024-Dec-12,Binary,1.4,0.00090,0.00006,74.3
7071,1995 BH4,2025,2,11,57.4054559553,85.7480873110,129.8066262036,11.3492529385,0.190484867175,3.164539531191,12.95,0.15,19.9,M,0.0007,0,0,JPL#56,2024-Dec-15,Binary,1.8,0.00072,0.00007,86.7
7083,Kant,2025,2,11,319.9831523920,148.6350662883,241.6324967135,6.8236764822,0.223206326321,2.807428474754,13.11,0.15,13.1,M,0.0020,0,0,JPL#59,2024-Dec-15,Binary,0.8,0.00193,0.00008,70.6
7088,Ishtar,2025,2,11,313.1261394534,354.7910894626,102.6095117823,8.2986595690,0.390329774362,1.980815449883,16.84,0.15,1.3,M,0.0033,0,1,JPL#272,2024-Oct-01,Amor + Binary,0.2,0.00318,0.00056,65.2
7089,1992 FX1,2025,2,11,86.5833611049,44.4472662846,178.1632944013,7.5471221556,0.148503408016,2.313895886895,13.83,0.15,5.0,M,0.0010,0,1,JPL#59,2024-Dec-15,Binary,0.4,0.00094,0.00011,78.9
7093,Jonleake,2025,2,11,174.2119244436,166.7044183753,158.7221655731,12.8551017844,0.209069381723,2.435675939811,14.19,0.15,4.3,M,0.0010,0,0,JPL#58,2024-Dec-14,Binary,0.4,0.00098,0.00012,95.7
7132,Casulli,2025,2,11,120.4165466938,245.5953493838,321.0973005477,5.4881051577,0.211511170206,2.307854714171,13.89,0.15,8.8,M,0.0007,0,1,JPL#60,2024-Dec-12,Binary,0.8,0.00053,0.00008,63.1
7143,Haramura,2025,2,11,180.0376897285,147.2171671743,213.2341720042,14.7887192375,0.160941831037,3.088339236913,11.87,0.15,12.7,M,0.0010,0,0,JPL#58,2024-Dec-14,Binary,1.2,0.00113,0.00015,97.7
7187,Isobe,2025,2,11,164.9755544113,86.3071059193,315.2677453619,21.7865545070,0.086198403451,1.937548220598,14.08,0.15,5.3,M,0.0010,0,1,JPL#46,2024-Dec-15,Binary,0.6,0.00108,0.00012,100.5
7225,Huntress,2025,2,11,269.2260915358,204.2375683271,275.6494339002,6.8639533767,0.204147066285,2.339775866832,13.27,0.15,6.6,M,0.0003,0,1,JPL#56,2024-Dec-12,Binary,0.6,0.00047,0.00007,67.6
7307,Takei,2025,2,11,325.8874669236,120.1880269021,42.9421124678,6.9841844062,0.083419211786,2.741761829864,12.65,0.15,9.6,6,0.0013,0,1,JPL#59,2024-Dec-12,Binary,1.0,0.00121,0.00016,96.1
7335,1989 JA,2025,2,11,38.0642868695,232.2700568219,61.2787276526,15.1743752220,0.484554578313,1.771907000264,17.70,0.15,0.8,M,0.0017,0,1,JPL#224,2024-Oct-31,Apollo + Binary + PHA,0.1,0.00151,0.00035,55.6
7344,Summerfield,2025,2,11,345.5355804484,19.3940395353,174.9261015292,14.3009427686,0.111885516145,2.587398431925,13.14,0.15,6.3,M,0.0013,0,1,JPL#62,2024-Dec-12,Binary,0.6,0.00137,0.00012,97.1
7355,Bottke,2025,2,11,157.1819577200,293.5816784672,59.1831156243,7.6631315307,0.165333872832,2.257955099752,13.45,0.15,5.1,M,0.0010,0,1,JPL#59,2024-Dec-12,Binary,0.6,0.00114,0.00015,117.5
7369,Gavrilin,2025,2,11,298.3477604724,113.2558247604,278.1962893662,21.8086770312,0.319147184427,2.370369931330,13.34,0.15,5.0,M,0.0007,0,1,JPL#47,2024-Oct-12,Binary,0.8,0.00078,0.00009,61.3
7393,Luginbuhl,2025,2,11,24.7814089574,332.0635585835,23.4787179811,6.7299953155,0.199331220839,2.240815237373,13.50,0.15,5.4,M,0.0013,0,1,JPL#60,2024-Dec-12,Binary,0.4,0.00118,0.00018,61.0
7534,1995 UA7,2025,2,11,227.6037200416,204.1015758522,97.7869902097,5.6748531671,0.251080584497,2.293608778492,13.84,0.15,5.2,M,0.0013,0,0,JPL#55,2024-Dec-15,Binary,0.4,0.00126,0.00012,108.4
7615,1996 TA11,2025,2,11,241.8036732896,235.0577408581,106.0854105242,3.5549485653,0.210802049058,2.407695551115,14.06,0.15,3.9,M,0.0007,0,1,JPL#56,2024-Oct-12,Binary,0.4,0.00073,0.00018,109.2
7642,1988 TZ,2025,2,11,165.7434905157,52.2266718283,17.8376341951,3.8227515166,0.131412193140,2.278387052846,14.85,0.15,2.5,M,0.0010,0,0,JPL#48,2024-Aug-01,Binary,0.4,0.00106,0.00016,96.6
7792,1995 WZ3,2025,2,11,23.2278469592,143.7617217303,61.3823996741,7.2028535007,0.148875512480,2.297271084438,13.10,0.15,7.4,M,0.0010,0,1,JPL#60,2024-Oct-12,Binary,0.6,0.00089,0.00011,100.5
7881,Schieferdecker,2025,2,11,140.1237135726,245.4183296582,132.1616671679,2.7967524117,0.121519314246,2.933107427085,13.22,0.15,6.4,M,0.0017,0,0,JPL#51,2024-Dec-14,Binary,0.6,0.00180,0.00013,111.3
7888,1993 UC,2025,2,11,54.4197502472,323.0149370168,165.8891062809,26.0741494620,0.663154671620,2.438328045222,15.19,0.15,2.3,M,0.0007,0,1,JPL#202,2024-Jan-21,Apollo + Binary,0.8,0.00048,0.00020,27.6
7889,1994 LX,2025,2,11,58.4829829448,349.1825975120,111.2608445351,36.9082594064,0.346304910859,1.261568831244,15.30,0.15,1.7,M,0.0003,0,1,JPL#510,2025-Feb-09,Apollo + Binary,0.2,0.00032,0.00018,176.1
7930,1987 VD,2025,2,11,39.9194084927,67.3539003920,277.6797696499,5.1390781863,0.252779209984,2.255334995271,14.79,0.15,3.0,M,0.0027,0,1,JPL#50,2024-Dec-12,Binary,0.2,0.00282,0.00010,70.2
7958,Leakey,2025,2,11,257.7741340632,153.9851027726,195.6989690144,21.9699208880,0.076909384154,1.877235390962,14.48,0.15,2.9,M,0.0013,0,1,JPL#56,2024-Dec-15,Binary,0.2,0.00123,0.00015,82.4
8026,Johnmckay,2025,2,11,103.7007535411,145.9381051743,217.6620641764,19.9337558513,0.075159458438,1.925219329995,14.97,0.15,1.7,M,0.0010,0,1,JPL#48,2024-Dec-12,Binary,0.2,0.00085,0.00028,108.0
