Num,Name,year,month,day,MA,perih,node,i,e,a,H0,G,Dia,DiaSrc,PEU/POS_1sigma,#Rings,#Moons,OrbSrc,OrbDate,Class,DiaUncert,ErrorMajor,ErrorMinor,ErrorMajorPA
1866,Sisyphus,2025,2,11,33.5872111324,293.1185511788,63.4539051590,41.2079328058,0.538038238691,1.893773052778,12.50,0.15,7.0,M,0.0023,0,1,JPL#1081,2025-Feb-09,Apollo + Binary,0.4,0.00242,0.00033,18.2
1867,Deiphobus,2025,2,11,98.8491288861,1.1706423374,283.6903797283,26.8972268282,0.045209086723,5.134636964344,8.35,0.15,122.8,M,0.0080,0,0,JPL#101,2024-Dec-12,Binary + Trojan,6.6,0.00800,0.00020,68.2
1879,Broederstroom,2025,2,11,161.2434438893,174.2217930321,249.8617090544,1.7271143225,0.148496954316,2.245878420660,12.86,0.15,7.4,M,0.0007,0,1,JPL#55,2024-Oct-12,Binary,0.6,0.00054,0.00009,96.1
1879,Broederstroom,2025,2,11,161.2434438893,174.2217930321,249.8617090544,1.7271143225,0.148496954316,2.245878420660,12.86,0.15,7.4,M,0.0007,0,1,JPL#55,2024-Oct-12,Binary,0.6,0.00054,0.00009,96.1
1901,Moravia,2025,2,11,269.9299740465,149.2680605705,93.9563183086,24.1129211995,0.076798726933,3.235724967452,11.53,0.15,27.4,M,0.0037,0,0,JPL#63,2024-Dec-12,Binary,2.2,0.00367,0.00021,95.8
1934,Jeffers,2025,2,11,73.0816597629,294.8117583841,86.4668081754,23.1532961633,0.299480549529,2.389979112281,12.64,0.15,7.7,M,0.0023,0,1,JPL#62,2024-Dec-12,Binary,0.6,0.00232,0.00020,86.2
1963,Bezovec,2025,2,11,136.2315863577,355.5593700670,106.7949129170,25.0370109593,0.209537351801,2.423334372558,11.07,0.15,39.4,M,0.0007,0,0,JPL#107,2024-Oct-12,Binary,2.4,0.00067,0.00022,113.5
1967,Menzel,2025,2,11,266.1682889777,347.7888433056,57.7540311523,3.9004140180,0.138645761353,2.233328789023,12.12,0.15,9.6,M,0.0007,0,0,JPL#67,2024-Dec-15,Binary,1.0,0.00067,0.00014,77.1
1990,Pilcher,2025,2,11,146.4389828139,12.3129874417,193.5614699114,3.1350243053,0.052011363603,2.173618535077,12.87,0.15,6.8,M,0.0007,0,1,JPL#70,2024-Dec-12,Binary,0.6,0.00054,0.00009,70.8
2006,Polonskaya,2025,2,11,169.4790270900,24.7042947293,0.8588943743,4.9090019655,0.192643276805,2.324384313907,13.12,0.15,4.6,M,0.0007,0,1,JPL#95,2024-Aug-01,Binary,0.4,0.00070,0.00009,112.8
2019,van Albada,2025,2,11,299.9194482819,24.9785074442,252.1065056778,4.0485955767,0.166326491560,2.240730256075,12.48,0.15,7.9,M,0.0013,0,1,JPL#64,2024-Dec-14,Binary,0.8,0.00121,0.00015,102.4
2032,Ethel,2025,2,11,46.4598950468,297.0883545926,30.1111761554,1.5073644139,0.125781198856,3.068299750165,11.50,0.15,37.3,M,0.0007,0,0,JPL#72,2024-Dec-12,Binary,2.0,0.00073,0.00007,65.2
2037,Tripaxeptalis,2025,2,11,283.0682353526,346.1356864467,9.4589881314,4.2492199095,0.131474750345,2.301564263587,13.38,0.15,6.0,M,0.0007,0,1,JPL#59,2024-Oct-12,Binary,0.6,0.00053,0.00007,85.6
2044,Wirt,2025,2,11,62.9934863527,50.2968075575,53.6179126419,23.9753428524,0.345141053464,2.379646019378,13.14,0.15,6.7,M,0.0013,0,1,JPL#49,2024-Apr-17,Binary,1.0,0.00118,0.00019,138.8
2047,Smetana,2025,2,11,347.0221562761,302.7532310640,36.5766712480,25.2802063013,0.003186603066,1.871806971113,14.07,0.15,3.1,M,0.0003,0,1,JPL#47,2024-Dec-15,Binary,0.2,0.00045,0.00010,60.9
2070,Humason,2025,2,11,335.6239410292,350.2013423216,1.2105250099,2.7520896552,0.154327373841,2.249918480490,13.47,0.15,4.6,M,0.0007,0,1,JPL#59,2024-Dec-15,Binary,0.4,0.00079,0.00010,70.6
2080,Jihlava,2025,2,11,162.1309448382,51.4212288073,23.8010211078,3.8474127990,0.060582571977,2.176920805037,13.11,0.15,5.8,M,0.0007,0,1,JPL#64,2024-Aug-01,Binary,0.8,0.00056,0.00010,95.4
2105,Gudy,2025,2,11,182.3177523229,156.0282068387,273.5430628544,29.3446601116,0.150203500254,2.389146938344,11.49,0.15,21.9,M,0.0003,0,0,JPL#61,2024-Oct-12,Binary,1.0,0.00045,0.00013,56.3
2121,Sevastopol,2025,2,11,204.7015384841,160.4378091516,145.6274872972,4.3800942700,0.179148112596,2.183090743977,12.45,0.15,8.7,M,0.0013,0,1,JPL#61,2024-Dec-12,Binary,0.6,0.00120,0.00029,103.2
2131,Mayall,2025,2,11,30.9740791926,38.5494389944,306.0137324746,33.9871260737,0.110897095326,1.887179651575,12.83,0.15,8.5,M,0.0010,0,1,JPL#56,2024-Dec-12,Binary,0.4,0.00086,0.00007,45.7
2150,Nyctimene,2025,2,11,278.1524353987,235.9304340971,200.9943991075,25.3245057650,0.057187927663,1.912980223691,13.22,0.15,6.2,M,0.0003,0,1,JPL#65,2024-Dec-12,Binary,0.4,0.00041,0.00011,89.5
2171,Kiev,2025,2,11,109.4855015064,180.1316663648,102.0306016908,7.5151319527,0.165898916998,2.255896155610,12.83,0.15,8.2,M,0.0007,0,1,JPL#62,2024-Dec-12,Binary,0.6,0.00053,0.00012,68.0
2178,Kazakhstania,2025,2,11,353.3190466751,351.0190415413,11.3835167523,3.0739368571,0.154291606655,2.207491683795,13.73,0.15,4.3,M,0.0007,0,1,JPL#58,2024-Dec-12,Binary,0.4,0.00063,0.00009,64.3
2219,Mannucci,2025,2,11,237.5904976020,294.2372940090,72.4551932268,7.5670463231,0.113087027353,3.155840622899,11.32,0.15,37.6,M,0.0020,0,0,JPL#62,2024-Dec-12,Binary,2.2,0.00198,0.00007,105.4
2219,Mannucci,2025,2,11,237.5904976020,294.2372940090,72.4551932268,7.5670463231,0.113087027353,3.155840622899,11.32,0.15,37.6,M,0.0020,0,0,JPL#62,2024-Dec-12,Binary,2.2,0.00198,0.00007,105.4
2242,Balaton,2025,2,11,289.5285837041,96.3540608616,343.8168440619,2.5357657513,0.117409778822,2.207867329932,13.53,0.15,6.0,M,0.0007,0,1,JPL#55,2024-Dec-12,Binary,0.6,0.00073,0.00017,65.5
2280,Kunikov,2025,2,11,209.9978926358,264.2179474981,106.4535400586,3.5691328458,0.141026250829,2.178825314526,13.44,0.15,6.1,M,0.0007,0,1,JPL#66,2024-Aug-01,Binary,0.6,0.00050,0.00008,105.1
2337,Boubin,2025,2,11,173.0083327240,26.9142515121,37.1650497570,14.3521580630,0.166857219407,2.595522655593,12.23,0.15,8.0,M,0.0007,0,1,JPL#55,2024-Dec-12,Binary,0.8,0.00075,0.00015,108.8
2343,Siding Spring,2025,2,11,229.6821320320,155.4957293801,218.0317389750,1.7701032736,0.254760781184,2.334800865999,13.47,0.15,5.2,M,0.0007,0,1,JPL#61,2024-Oct-12,Binary,0.6,0.00052,0.00021,99.1
2449,Kenos,2025,2,11,193.8489838775,102.3961851724,179.7969069956,24.9803369613,0.168315784857,1.908956801341,13.94,0.15,5.3,6,0.0010,0,1,JPL#57,2024-Dec-12,Binary,0.5,0.00107,0.00020,95.5
2478,Tokai,2025,2,11,189.7437302760,233.9548121897,228.6983213373,4.1425016438,0.067751730446,2.225724407118,12.26,0.15,9.7,M,0.0007,0,1,JPL#69,2024-Dec-15,Binary,0.6,0.00069,0.00010,78.7
2486,Metsahovi,2025,2,11,111.0771232095,101.2004138161,359.8847812960,8.4004898547,0.079636844537,2.268506407495,12.56,0.15,7.8,M,0.0007,0,1,JPL#58,2024-Aug-01,Binary,0.8,0.00073,0.00010,105.4
2491,Tvashtri,2025,2,11,274.4095466291,358.2276950570,125.2661547182,22.8653071263,0.054401458431,1.877597604566,13.49,0.15,3.3,M,0.0003,0,1,JPL#58,2024-Dec-12,Binary,0.2,0.00038,0.00012,66.4
2500,Alascattalo,2025,2,11,157.4780660613,160.5068278315,47.9227847568,6.9900275332,0.099963200838,2.239775347997,12.88,0.15,7.4,M,0.0007,0,1,JPL#64,2024-Dec-12,Binary,0.6,0.00054,0.00011,63.0
2516,Roman,2025,2,11,167.2616334890,313.4527972132,123.4106423527,1.0937723848,0.164568366281,2.280034391042,13.65,0.15,4.4,M,0.0007,0,1,JPL#58,2024-Jul-30,Binary,0.4,0.00068,0.00009,92.0
2535,Hameenlinna,2025,2,11,263.2572253520,309.7895521091,172.7200029756,3.4323659653,0.080425536302,2.239238900388,12.49,0.15,7.6,M,0.0007,0,1,JPL#66,2024-Dec-12,Binary,0.8,0.00066,0.00011,72.4
2577,Litva,2025,2,11,55.5513881233,284.0316378718,182.5384440088,22.9107663464,0.137786960783,1.904325009416,13.02,0.15,8.2,6,0.0033,0,2,JPL#60,2024-Dec-12,Binary,0.8,0.00319,0.00022,83.8
2602,Moore,2025,2,11,168.6024384145,64.7192076264,158.2048686223,5.5461947556,0.107475141035,2.383885202064,12.82,0.15,8.9,6,0.0003,0,1,JPL#63,2024-Dec-12,Binary,0.9,0.00047,0.00008,72.1
2611,Boyce,2025,2,11,119.1832457270,138.0354500567,72.0680631693,3.3247725270,0.057678760640,3.039199054700,12.60,0.15,9.9,6,0.0007,0,0,JPL#64,2024-Dec-12,Binary,1.0,0.00056,0.00007,71.3
2623,Zech,2025,2,11,35.1044802611,22.9171573378,349.0498469844,4.0542188585,0.234895865796,2.255176578817,13.57,0.15,6.3,6,0.0013,0,1,JPL#61,2024-Dec-12,Binary,0.6,0.00133,0.00012,67.2
2668,Tataria,2025,2,11,244.9744360276,62.6294489829,297.9573333800,3.1535459842,0.078048037858,2.316979569322,13.60,0.15,5.4,M,0.0007,0,0,JPL#64,2024-Oct-12,Binary,0.6,0.00065,0.00013,95.6
2691,Sersic,2025,2,11,28.7902378368,277.4283579922,319.7438542984,3.5897824807,0.113666076927,2.244315240919,13.47,0.15,5.4,M,0.0007,0,1,JPL#66,2024-Oct-12,Binary,0.6,0.00068,0.00007,80.1
2713,Luxembourg,2025,2,11,240.8007565460,301.4010828706,339.3018449054,1.3425683165,0.027188709395,2.853098890534,11.52,0.15,15.4,M,0.0013,0,0,JPL#64,2024-Dec-12,Binary,1.4,0.00120,0.00013,112.9
2754,Efimov,2025,2,11,185.5316964441,91.1982049003,275.0751403691,5.7138238253,0.232246150249,2.227693781144,13.75,0.15,5.8,6,0.0007,0,1,JPL#81,2024-Aug-01,Binary,0.6,0.00079,0.00019,106.1
2786,Grinevia,2025,2,11,352.8481646826,20.8210207902,9.0840872321,13.2214782971,0.174245903956,2.606236018522,12.17,0.15,10.5,M,0.0010,0,0,JPL#63,2024-Dec-12,Binary,1.0,0.00088,0.00006,52.0
2815,Soma,2025,2,11,250.8909861720,237.6585408698,119.7791235099,5.7045935153,0.168611319510,2.233197034541,12.83,0.15,6.6,M,0.0007,0,1,JPL#56,2024-Aug-01,Binary,0.6,0.00074,0.00008,101.9
2825,Crosby,2025,2,11,203.0843494355,81.8580455674,329.3302071369,3.5164879950,0.173755432359,2.246182340961,13.45,0.15,5.1,M,0.0010,0,1,JPL#56,2024-Jul-30,Binary,0.4,0.00096,0.00009,89.9
2847,Parvati,2025,2,11,129.3708691521,12.0987501002,246.8668747151,2.4533469443,0.115834585768,2.168996235870,12.79,0.15,6.9,M,0.0007,0,1,JPL#59,2024-Dec-12,Binary,0.6,0.00058,0.00009,68.8
2860,Pasacentennium,2025,2,11,349.0446982802,70.9060047444,334.4358822203,22.6901290854,0.215304557336,2.332201534423,12.78,0.15,6.7,M,0.0010,0,1,JPL#50,2024-Dec-12,Binary,0.6,0.00101,0.00008,47.5
2871,Schober,2025,2,11,270.9510542480,335.2991169483,28.3176935968,5.7700407169,0.138854536109,2.258458640947,12.86,0.15,6.8,M,0.0007,0,1,JPL#61,2024-Oct-12,Binary,0.6,0.00063,0.00007,89.2
2871,Schober,2025,2,11,270.9510542480,335.2991169483,28.3176935968,5.7700407169,0.138854536109,2.258458640947,12.86,0.15,6.8,M,0.0007,0,1,JPL#61,2024-Oct-12,Binary,0.6,0.00063,0.00007,89.2
2873,Binzel,2025,2,11,185.3555566382,168.6864295718,100.9238017020,5.9037408781,0.157796959045,2.252477266282,13.08,0.15,6.4,M,0.0007,0,1,JPL#64,2024-Dec-12,Binary,0.8,0.00074,0.00018,72.8
2881,Meiden,2025,2,11,158.5762584102,327.2433471514,172.9539336405,4.6204279170,0.153896308385,2.248001268080,13.17,0.15,5.7,M,0.0003,0,1,JPL#64,2024-Dec-15,Binary,0.6,0.00049,0.00007,75.6
2883,Barabashov,2025,2,11,100.7235634617,151.6698153986,48.4831411408,1.4065884218,0.082713959123,2.245458822879,13.31,0.15,4.9,M,0.0003,0,1,JPL#62,2024-Dec-15,Binary,0.4,0.00049,0.00006,72.4
2966,Korsunia,2025,2,11,139.3981929015,196.8473795270,46.3767650457,2.5434399148,0.138360782734,2.448055628984,13.44,0.15,5.9,M,0.0007,0,1,JPL#61,2024-Dec-12,Binary,0.6,0.00066,0.00011,65.4
3034,Climenhaga,2025,2,11,132.3513108532,314.1441107798,10.4950751695,4.9219336680,0.210926827649,2.324478199887,12.76,0.15,9.2,6,0.0013,0,1,JPL#61,2024-Dec-12,Binary,0.9,0.00144,0.00026,93.1
3073,Kursk,2025,2,11,141.7368466156,232.3352452521,204.0670093652,5.0361054009,0.136410882732,2.242736734182,13.71,0.15,5.9,6,0.0007,0,1,JPL#57,2024-Oct-12,Binary,0.6,0.00066,0.00010,96.1
3076,Garber,2025,2,11,234.6629624763,166.5434189675,195.4959571259,7.7122196823,0.188879749424,2.238027004820,13.60,0.15,4.9,M,0.0007,0,1,JPL#57,2024-Oct-12,Binary,0.4,0.00067,0.00007,95.5
3099,Hergenrother,2025,2,11,138.0175556576,147.9228114192,30.9974416235,15.4884615863,0.202126905509,2.879083378472,11.68,0.15,14.7,M,0.0003,0,0,JPL#59,2024-Dec-12,Binary,1.4,0.00046,0.00009,59.9
3122,Florence,2025,2,11,49.6745328625,27.9092869861,336.0443453179,22.1390560168,0.423152675671,1.769213418770,14.08,0.15,4.4,M,0.0030,0,2,JPL#921,2025-Feb-10,Amor + Binary + PHA,0.4,0.00313,0.00028,73.0
3169,Ostro,2025,2,11,69.4941306539,32.6698207915,96.3389797685,24.9072495658,0.066724270000,1.891808373057,12.86,0.15,4.5,M,0.0013,0,1,JPL#75,2024-Apr-17,Binary,0.4,0.00145,0.00016,127.4
3187,Dalian,2025,2,11,225.5014106445,105.4797911625,312.2022311824,2.7535633130,0.057470115125,2.283752735815,13.36,0.15,6.2,M,0.0007,0,1,JPL#56,2024-Oct-12,Binary,0.6,0.00051,0.00011,78.7
3206,Wuhan,2025,2,11,295.3839265680,356.5223016024,71.0257583093,8.6432943025,0.232911801432,2.552778540725,13.63,0.15,5.4,M,0.0010,0,0,JPL#61,2024-Dec-12,Binary,0.4,0.00084,0.00012,68.0
3211,Louispharailda,2025,2,11,346.3725229270,84.9441911898,336.8506903070,10.4831857646,0.251194882244,2.733315693833,12.81,0.15,8.8,M,0.0020,0,0,JPL#50,2024-Dec-12,Binary,0.8,0.00191,0.00010,58.2
3220,Murayama,2025,2,11,23.5131243783,26.2172822851,26.6013380040,6.6110321824,0.173933469557,2.225934235573,13.24,0.15,5.1,M,0.0013,0,1,JPL#58,2024-Dec-12,Binary,0.8,0.00126,0.00017,66.6
3220,Murayama,2025,2,11,23.5131243783,26.2172822851,26.6013380040,6.6110321824,0.173933469557,2.225934235573,13.24,0.15,5.1,M,0.0013,0,1,JPL#58,2024-Dec-12,Binary,0.8,0.00126,0.00017,66.6
3309,Brorfelde,2025,2,11,89.2361988176,218.4448617082,29.7621154370,21.1358222631,0.053574880851,1.817362807300,13.72,0.15,4.9,M,0.0010,0,1,JPL#55,2024-Dec-15,Binary,0.4,0.00114,0.00012,52.1
3336,Grygar,2025,2,11,33.6751714271,124.0072734949,242.5989942182,0.8584900054,0.186737869726,2.324731182233,14.61,0.15,3.6,M,0.0013,0,1,JPL#46,2024-Dec-12,Binary,0.4,0.00136,0.00015,68.6
3378,Susanvictoria,2025,2,11,357.7378835481,92.4984189925,335.8537193802,8.0797435103,0.092180187275,2.316561734535,13.80,0.15,6.4,M,0.0007,0,1,JPL#56,2024-Dec-12,Binary,0.6,0.00076,0.00010,67.8
3382,Cassidy,2025,2,11,273.5215689367,346.9266285107,357.7353459514,5.9978941032,0.183258810387,2.242327750775,13.02,0.15,6.4,M,0.0007,0,0,JPL#60,2024-Oct-12,Binary,0.6,0.00073,0.00011,97.0
3390,Demanet,2025,2,11,342.7425121620,260.1790085453,342.7349198142,3.3840949644,0.116245615301,2.252534194255,13.43,0.15,5.1,M,0.0007,0,1,JPL#61,2024-Aug-01,Binary,0.6,0.00077,0.00008,98.4
3433,Fehrenbach,2025,2,11,184.4555402480,74.5234394631,336.5408696256,4.5096592915,0.187339641785,2.393794745464,12.89,0.15,7.7,M,0.0003,0,1,JPL#54,2024-Oct-12,Binary,0.8,0.00039,0.00009,97.6
3457,Arnenordheim,2025,2,11,90.5016072109,209.4215473509,101.2350066474,3.2492008388,0.052386921225,2.854643938057,12.21,0.15,12.7,M,0.0007,0,0,JPL#58,2024-Dec-12,Binary,2.0,0.00078,0.00009,68.8
3523,Arina,2025,2,11,342.9780127209,159.8244349426,55.5842426599,9.6767263360,0.135022789378,2.371554766078,12.38,0.15,8.3,M,0.0013,0,1,JPL#63,2024-Dec-12,Binary,0.6,0.00125,0.00014,119.7
3533,Toyota,2025,2,11,177.9804178391,237.6350231497,197.1376035676,4.8703544021,0.116746135897,2.220248064813,13.04,0.15,8.1,6,0.0007,0,1,JPL#59,2024-Oct-12,Binary,0.8,0.00064,0.00009,90.1
3541,Graham,2025,2,11,196.5389542688,129.7711597886,92.2482268435,4.0052640786,0.142170695392,2.461105941001,13.23,0.15,14.4,M,0.0003,0,0,JPL#58,2024-Dec-12,Binary,1.2,0.00045,0.00010,65.6
3548,Eurybates,2025,2,11,86.1392658370,28.3168239940,43.5474564068,8.0537517979,0.091160069269,5.213463703123,9.82,0.15,67.2,M,0.0077,0,1,JPL#61,2024-Sep-11,Binary + Trojan,4.8,0.00767,0.00019,119.0
3561,Devine,2025,2,11,40.5587827350,176.9655634318,117.7919160115,9.6869594893,0.128330594686,3.952483277480,11.23,0.15,31.2,M,0.0020,0,0,JPL#66,2024-Dec-12,Binary,3.0,0.00213,0.00008,74.0
3596,Meriones,2025,2,11,90.2813936177,67.4687355924,356.7000797847,23.5110849639,0.075124212615,5.188053670902,9.30,0.15,81.3,M,0.0107,0,0,JPL#66,2024-Dec-12,Binary + Trojan,6.6,0.01067,0.00021,136.8
3631,Sigyn,2025,2,11,177.9113134208,158.5809726156,150.5906974815,14.4098612459,0.082578602384,3.092828421868,11.19,0.15,39.4,M,0.0017,0,0,JPL#65,2024-Dec-12,Binary,2.0,0.00173,0.00018,88.3
3643,Tienchanglin,2025,2,11,141.8777735699,4.0844404440,56.7448326663,13.8836034437,0.150637328269,2.402410405602,13.08,0.15,9.6,M,0.0007,0,1,JPL#55,2024-Oct-12,Binary,1.0,0.00057,0.00011,117.1
3657,Ermolova,2025,2,11,90.7742079413,102.5552801651,237.2321773110,5.7896441250,0.132072943808,2.313692690370,12.86,0.15,6.5,M,0.0010,0,1,JPL#58,2024-Dec-12,Binary,0.6,0.00095,0.00011,83.9
3669,Vertinskij,2025,2,11,233.6050743904,35.7904540073,90.8819167633,4.8247353180,0.070582081167,2.213760977021,13.36,0.15,6.2,M,0.0003,0,1,JPL#56,2024-Dec-12,Binary,0.6,0.00046,0.00010,69.4
3671,Dionysus,2025,2,11,166.6453420585,204.3375810668,82.0479101573,13.5397078050,0.542619503797,2.199388739989,16.49,0.15,1.5,6,0.0237,0,1,JPL#212,2024-Dec-02,Amor + Binary + PHA,0.2,0.01800,0.01567,28.9
3673,Levy,2025,2,11,305.5259079568,45.2720073209,13.2541808341,7.0906768796,0.183765461704,2.345292229061,13.03,0.15,6.2,M,0.0007,0,1,JPL#56,2024-Dec-12,Binary,0.6,0.00071,0.00008,63.0
3703,Volkonskaya,2025,2,11,21.8604993461,152.1780125411,172.8928292084,6.7444812104,0.133195556402,2.331407842336,14.39,0.15,3.7,M,0.0010,0,1,JPL#101,2024-Dec-15,Binary,0.4,0.00097,0.00014,77.6
3728,IRAS,2025,2,11,176.4913896822,281.3016734017,167.2597273307,22.6135609785,0.209549263162,2.652111135717,12.07,0.15,21.5,M,0.0003,0,0,JPL#58,2024-Dec-15,Binary,1.2,0.00049,0.00008,94.7
3731,Hancock,2025,2,11,347.9066324739,257.0531542111,263.7251949950,21.5923881525,0.111823176140,3.229080889857,10.83,0.15,53.3,M,0.0023,0,0,JPL#56,2024-Dec-12,Binary,3.0,0.00225,0.00028,121.0
3749,Balam,2025,2,11,334.2953476775,174.1607173700,295.6495479964,5.3825983697,0.110157826774,2.237126886174,13.60,0.15,4.7,M,0.0013,0,2,JPL#92,2024-Dec-12,Binary,0.4,0.00127,0.00015,78.0
3782,Celle,2025,2,11,188.5910793985,334.1420528794,271.2989371598,5.2513109695,0.092261188409,2.417222788768,12.83,0.15,6.0,M,0.0007,0,1,JPL#102,2024-Dec-12,Binary,0.6,0.00061,0.00013,76.4
3792,Preston,2025,2,11,233.1168655413,51.2996157935,63.1842330249,23.6789686848,0.219907484060,2.292210941984,13.42,0.15,5.1,M,0.0003,0,1,JPL#50,2024-Dec-15,Binary,0.4,0.00037,0.00011,67.7
3800,Karayusuf,2025,2,11,161.5460022576,115.8165885290,95.4150891749,14.8484184085,0.075803375104,1.577787941767,15.20,0.15,1.7,M,0.0010,0,0,JPL#67,2024-Dec-12,Binary,0.2,0.00085,0.00017,66.8
3819,Robinson,2025,2,11,101.2759370269,351.6045094004,46.1737086432,11.1144542716,0.139610051464,2.770455211786,12.13,0.15,10.3,M,0.0010,0,0,JPL#62,2024-Dec-12,Binary,1.0,0.00099,0.00018,117.5
3841,Dicicco,2025,2,11,6.2939388292,359.9908119019,46.0013586057,5.2201142368,0.159953999849,2.274306673949,13.46,0.15,6.3,M,0.0013,0,1,JPL#54,2024-Dec-12,Binary,0.6,0.00127,0.00012,63.8
3864,Soren,2025,2,11,52.1665812525,16.5277427638,25.1224354669,3.0352059288,0.158694426885,2.603851131826,13.37,0.15,6.9,6,0.0017,0,0,JPL#59,2024-Dec-12,Binary,0.7,0.00182,0.00017,89.6
3865,Lindbloom,2025,2,11,204.6113556715,33.2527083934,214.4188997716,6.5492106567,0.078100774649,2.399646243726,12.97,0.15,9.0,M,0.0007,0,1,JPL#61,2024-Dec-12,Binary,0.8,0.00075,0.00016,83.2
3868,Mendoza,2025,2,11,24.3162276421,186.1444027380,171.5087596474,8.1110317171,0.098087503565,2.333923858765,12.69,0.15,8.1,M,0.0007,0,1,JPL#60,2024-Dec-12,Binary,0.8,0.00079,0.00010,76.5
3873,Roddy,2025,2,11,89.5634736827,267.7078337483,250.0095230709,23.3592546338,0.133627606309,1.892227537238,12.90,0.15,6.3,M,0.0013,0,1,JPL#59,2024-Aug-01,Binary,0.4,0.00122,0.00009,63.8
3905,Doppler,2025,2,11,253.1515952499,91.4020117334,343.1063845528,14.2077676813,0.255010632326,2.560810352678,12.93,0.15,8.0,M,0.0007,0,1,JPL#52,2024-Dec-15,Binary,0.8,0.00076,0.00015,63.8
3912,Troja,2025,2,11,247.8944803308,62.0505238666,26.1209835188,2.4019638017,0.030958964640,2.375172961358,13.34,0.15,5.9,M,0.0003,0,1,JPL#58,2024-Dec-14,Binary,0.6,0.00048,0.00007,66.7
3951,Zichichi,2025,2,11,22.7141590086,152.2519789088,269.9810625972,5.4156571072,0.173899959562,2.339752521469,13.04,0.15,6.9,M,0.0013,0,1,JPL#62,2024-Dec-12,Binary,0.6,0.00139,0.00014,84.2
3959,Irwin,2025,2,11,245.3835457704,198.3338112208,210.7873272493,3.2851476802,0.187333033896,2.259266965146,14.06,0.15,4.1,M,0.0007,0,1,JPL#56,2024-Oct-12,Binary,0.4,0.00061,0.00011,79.8
3969,Rossi,2025,2,11,8.7624440233,212.3147766422,172.6375028866,2.1460087709,0.125436168715,2.220352416720,14.43,0.15,3.9,M,0.0007,0,1,JPL#58,2024-Dec-12,Binary,0.4,0.00079,0.00011,69.3
3979,Brorsen,2025,2,11,151.7070157504,116.1643887750,343.6136152163,3.0600577314,0.029375355861,3.105600242716,12.18,0.15,19.0,M,0.0010,0,0,JPL#59,2024-Oct-12,Binary,1.4,0.00098,0.00006,91.2
3982,Kastel',2025,2,11,299.3689724239,50.8709048948,251.8316459851,5.3009315225,0.219662267391,2.258646637797,13.03,0.15,6.4,M,0.0013,0,1,JPL#94,2024-Aug-01,Binary,0.6,0.00122,0.00010,95.0
4029,Bridges,2025,2,11,234.1358943430,17.3177808973,214.7053622869,5.4315890812,0.129352138793,2.528254969855,12.89,0.15,7.4,M,0.0007,0,1,JPL#64,2024-Dec-12,Binary,0.8,0.00069,0.00014,89.1
4030,Archenhold,2025,2,11,108.2371372298,302.9273234315,342.2767201878,6.5302326316,0.091870739416,2.460618725224,13.31,0.15,7.0,M,0.0007,0,1,JPL#55,2024-Dec-12,Binary,0.6,0.00061,0.00008,60.8
4031,Mueller,2025,2,11,15.5769220172,69.6202750001,355.8198858259,18.9056638976,0.101017896789,1.934377010660,13.24,0.15,3.9,M,0.0010,0,0,JPL#52,2024-Dec-12,Binary,0.4,0.00090,0.00013,52.6
4092,Tyr,2025,2,11,357.8670372840,108.9422425647,253.7673914524,4.0259973332,0.250016228969,2.631426239262,13.29,0.15,7.2,6,0.0020,0,1,JPL#60,2024-Dec-12,Binary,0.7,0.00187,0.00007,67.5
4272,Entsuji,2025,2,11,209.3533824391,183.9089178277,184.3755148939,9.2702980820,0.248940692379,2.368305483708,12.94,0.15,7.6,M,0.0007,0,1,JPL#62,2024-Aug-01,Binary,0.8,0.00066,0.00015,104.0
4288,Tokyotech,2025,2,11,110.7786222097,325.2360787755,44.5491465844,14.0253148154,0.177730134825,2.627364982305,11.69,0.15,12.0,M,0.0010,0,1,JPL#59,2024-Dec-12,Binary,1.0,0.00096,0.00030,104.4
4296,van Woerkom,2025,2,11,159.7685047722,26.9991262497,13.0193810259,6.1394634867,0.165594653574,2.248776732514,13.36,0.15,7.0,6,0.0007,0,1,JPL#59,2024-Aug-01,Binary,0.7,0.00070,0.00011,111.7
4332,Milton,2025,2,11,344.4951671746,198.4300307141,165.9231676676,19.1664393262,0.314088291908,2.585941290846,12.90,0.15,11.5,M,0.0020,0,0,JPL#61,2024-Dec-15,Binary,1.2,0.00188,0.00011,88.5
4337,Arecibo,2025,2,11,249.5539176754,189.6230919554,41.0370881806,2.1879984138,0.093750959815,3.262830088387,12.46,0.15,19.3,M,0.0013,0,1,JPL#59,2024-Dec-12,Binary,1.6,0.00122,0.00012,92.8
4337,Arecibo,2025,2,11,249.5539176754,189.6230919554,41.0370881806,2.1879984138,0.093750959815,3.262830088387,12.46,0.15,19.3,M,0.0013,0,1,JPL#59,2024-Dec-12,Binary,1.6,0.00122,0.00012,92.8
4362,Carlisle,2025,2,11,49.4811208873,172.7604843349,34.3503792627,4.7147244644,0.102163738787,2.238369773840,13.21,0.15,5.5,M,0.0003,0,1,JPL#66,2024-Oct-12,Binary,0.6,0.00050,0.00006,85.2
4370,Dickens,2025,2,11,359.2600804974,153.4224430325,218.3008480009,2.5591257141,0.199217758174,2.196299833069,14.55,0.15,3.8,M,0.0010,0,1,JPL#52,2024-Dec-12,Binary,0.4,0.00099,0.00009,70.1
